Nanditha,1.Ee Chota Nuvvunna,2.I Just Love You Baby,3.Moda Modalu,4.Yaaro Kannalli (From "Orata I Love You"),5.Brahmamurari,6.Neenu Banda Mele (From "Krishna"),7.Nanna Hrudaya,8.Hoo Kanasa Jokali,9.Ammammammo (From "Neelakanta"),10.Devaru Bareda (from "Neelakanta")
Neeti Mohan,1.Ishq Wala Love,2.Mere Yaaraa (From "Sooryavanshi"),3.Meri Jaan,4.Sapna Jahan (From "Brothers"),5.Nainowale Ne,6.Kaun Nachdi (From "Sonu Ke Titu Ki Sweety"),7.Kashmir Main Tu Kanyakumari,8.Bad Boy (From "Saaho"),9.Fitoor,10.Meri Zindagi Hai Tu (From "Satyameva Jayate 2")
Neha Kakkar,1.Tu Hi Yaar Mera (From "Pati Patni Aur Woh"),2.Dil Ko Karaar Aaya (From "Sukoon"),3.Dilbar (From "Satyameva Jayate"),4.O Saki Saki (From "Batla House"),5.Garmi (From "Street Dancer 3D") (feat. Varun Dhawan),6.Taaron Ke Shehar,7.Kar Gayi Chull,8.Main Tera Boyfriend (From "Raabta"),9.Gali Gali (From "Kgf Chapter 1"),10.Coca Cola (From "Luka Chuppi")
Nihira Joshi Deshpande,1.Sajde,2.Sajde - LoFi Mix,3.Bhijun Gela Vara,4.Tu Jarashi,5.Dhadak Dhadak,6.Sang Na Re Mana,7.Rang Laagyo,8.Phunkarichi Wadale,9.Baawra,10.Tu Jarashi - Sad Version
Nikhita Gandhi,1.At My Worst (Nikhita Gandhi Remix),2.Barbaadiyan,3.Kyaa Baat Haii 2.0,4.Najaa (From "Sooryavanshi"),5.Munda Sona Hoon Main (From "Shehzada"),6.Aise Kyun,7.Naach Meri Rani,8.Sawarne Lage - Female Version,9.Oh Oh - The First Love of Tamizh,10.Raabta (Title Track) [From "Raabta"]
Nilanjana Sarkar,1.Mera Babu Chhail Chabila - Mashup,2.Aaha Tomar Songe Praner Khela,3.Phule Phule Dhole Dhole,4.Keno Je Buke Othe Jhor - Duet,5.Shakuntala - Drama,6.Tumi Jeyo Na Ekhoni,7.Jhil Mil Swapner Din - Female Vocals,8.Kotha Hote Shunte Jeno Pai,9.Aamar Mon Maane Naa,Nimrat Khaira,1.Sira E Hou,2.Supna Laavan Da,3.Dil Malanga,4.Shikayatan,5.Ki Karde Je,6.Photo,7.Tere Naal,8.Jigra Te Laija Gabrua (From "Jodi"),9.Raanjha - Spotify Singles,10.Galwakdi - From "Galwakdi"
Nithyasree Mahadevan,1.Kanaa Kaangiren,2.Minsara Kanna,3.Meriseti Puvvaa,4.Om Nama Shivaya,5.Sowkiyama Kannae (From "Sangamam"),6.Minsara Poove (From "Padayappa"),7.Varam Nan Unai,8.Raja Raja Kula,9.Vandhaen Vandhaen,10.Poove Poove (Female Version)
Najim Arshad,1.Arikil,2.Kanavukalil - From "Philips and the Monkey Pen",3.Kannimalare Kanninazhake (From "Ithihasa"),4.Ente Pranayathin - From "Chembada",5.Aaro Aaro Chare - From "Ring Master",6.Chenthengin,7.Thotte Thotte,8.Kanno Nilakayal - From "Oru Yamandan Premakadha",9.Mazhanila,10.Theru There Ororo
P. Leela,1.Vaaraayo Vennilave,2.Raavoyi Chanamama - Chandamma,3.Vanga Machan Vanga,4.Neevena Nanu Thalachinadhi,5.Kalavaramaaye Madhilo,6.Manishi Maara Ledhu,7.Lahiri Laahiri Lo,8.Jagadnabhari Ramudu,9.Choopula Kalasina Subhavela,10.Aaha Inba Nilaavinile
P. Madhuri,1.Kaylani Kalavani,2.Ambadi Thannilorunni,3.Neela Ponmane,4.Mallikabanan Thante,5.Kasthoori Thailamittu,6.Krishnapaksha Kili,7.Thullikorikudam,8.Ezharaponnana,9.Innanikku Pottukuthan,10.Vaanamennum Veedhiyile
P. Susheela,1.Thenmadurai Vaigai Nadhi,2.Muthumani Maalai (From "Chinna Gounder"),3.Pesa Koodaathu,4.En Kanmani,5.Karpoora Bommai,6.Vatapatra (Happy),7.Sree Rastu Shubhamastu,8.Andhi Mazhai Megam,9.Rajaavin Paarvai,10.Naan Paartthathille
Palak Muchhal,1.Kaun Tujhe (From "M.S.Dhoni - The Untold Story"),2.Chahun Main Ya Naa (From "Aashiqui 2"),3.Meri Aashiqui (From "Aashiqui 2"),4.Sanam Teri Kasam,5.O Khuda,6.Valentine's Mashup 2019,7.Dhokha Dhadi,8.Tu Hi Hai Aashiqui - Duet,9.Kabhii Tumhhe - Female Version,10.Laapata
Pop Shalini,1.Yaakkai Thiri (From "Aayutha Ezhuthu"),2.Ayyo ayyo Unkangal,3.Yellae Lama,4.Nanne Nanne,5.Unnodu Vaazhatha,6.Mudhal Naal,7.Yellae Lama,8.Sontha Kuralil Paada,9.Maramkothiye (From "Ah…Aah"),10.Hey Manohara
Prashanthini,1.Ayyayo,2.Mundhinam,3.Ennamo Yeadho (From "KO"),4.Oy..Oy..,5.Vizhi Moodi,6.Inka Edho,7.Love Pannu (Oru Punnagai Poove),8.Lolita,9.Monna Kanipinchavu,10.Iraivanai Unargira
Priya Hemesh,1.Aval,2.En Jannal Vandha,3.Ringa Ringa,4.Yaaro Yaaro,5.Neela Vaanam (From "Manmadan Ambu"),6.Sehari Sehari,7.Aathadi Manasudhan (From "Kazhugoo"),8.Meow Meow,9.Evaro Nenevaro,10.Onde Ondu Saari
Priyadarshini,1.Kadhal Vandhale,2.Papa Papa,3.Puli,4.Onnaam Class,5.Oye Kalla,6.Thaarru Maarru,7.Rathiri Nerathu (Remix) (From 'Sattapadi Kutram'),8.Oole Olele,9.Thangame Thangame,10.Mora Vinara
Queen Hazarika,1.Abhilashi Mone,2.Abhilashi Mone,3.Akakh Suboloi Mon,4.Xaare Aasu,5.Out Of The Blue Theme Song (From "Out Of The Blue"),6.Xaare Aasu,7.Moja Koru Aha Aji-Duet,Rajkumar,1.Oh Gulabiye,2.Pile Pile O Meri,3.Vidhi Baraha,4.Baani Gondu Elle,5.NAGUTHA NAGUTHA BAALU,6.Huttidare Kannada (From "Aakasmika"),7.CHELUVEYE NINNA,8.Hey Dinakara,9.I Love You Jeeva Hoovagide,10.Anuraga Yenaythu
Rakshita Suresh,1.Kutty Pattas,2.Kaalathukkum Nee Venum - From "Vendhu Thanindhathu Kaadu",3.Sol,4.Kodi Parakura Kaalam,5.Sanchariyagu Nee (From "Love Mocktail 2"),6.Nee Parichaya,7.Veera Raja Veera,8.Pattamarangal,9.Kirunage,10.O Nidhima (From "Love Mocktail 2")
Ranina Reddy,1.Malai Mangum Neram,2.Kodana Kodi,3.Ola Olaala Ala,4.Engeyum Kaadhal,5.Thee Illai,6.Ek Baar (From "Vinaya Vidheya Rama"),7.Mee Intiki Mundhu,8.Aga Naga,9.Ammadu Let's Do Kummudu (From "Khaidi No 150"),10.Mind Block (From "Sarileru Neekevvaru")
Ranjini Jose,1.Dhoore Mamarakombil - Cover Version,2.Mounam Swaramaay - Cover Version,3.Aaraaree Raareeraro Male,4.Siyona - From "Nammal Thammil",5.Dil Dil Salam Salam,6.Mazha Peyyannu,7.Kumbari,8.Vellambal,9.Ezham Baharinte,10.Naiyn Tere
Raavu Balasaraswathi,1.Manasaina Cheli Pilupu,2.Madhiloni Madhura,3.Neela Vanna Kanna Vaada,4.Thaane Maarenaa,5.Singaara Punnagai,6.Andaala Aanandam,7.Intha Telisi Undi,8.Eliyorai Thaazhthi,9.Malligaipoo Jaathi,10.Adigadigo Gagana Seema
Reena Bhardwaj,1.Yeh Rishta,2.Kaatril,3.Khilli Re,4.Naan Epoudhu,5.Kehu Nashedi Kahe - Studio,6.Tu Raha Niche - Studio,Rekha Bhardwaj,1.Kabira,2.Ilahi (From "Yeh Jawaani Hai Deewani"),3.Aise Kyun - Ghazal Version,4.Mileya Mileya,5.Badtameez Dil (From "Yeh Jawaani Hai Deewani"),6.Balam Pichkari (From "Yeh Jawaani Hai Deewani"),7.One Two Three Four (Get On The Dance Floor) [From "Chennai Express"],8.Judaai,9.Party All Night (From "Boss"),10.Sunny Sunny (From "Yaariyan")
Richa Sharma,1.Sajdaa,2.Jag Soona Soona Lage,3.Billo Rani,4.Maula Maula,5.Kahin Aag Lage Lag Jaaye,6.Sajdaa - Lofi Flip,7.Lambi Judai,8.Zor Ka Jhatka,9.Dil Teri Deewangi Mein,10.Tauba Tauba
Rimi Tomy,1.Etho Raathrimazha - Recreated Version,2.Therirangum Mukile - Recreated Version,3.Jillam Jillala,4.Aaro Viral Meetti - Recreated Version,5.Chingamasam,6.Karthaave,7.Vascodagama - Duet Version,8.Konji Konji Chirichal (From "Avatharam"),9.Karale Karalinte,10.Punjirikku
Roopa Revathi,1.Ottathoval,Ruma Guha Thakurta,1.Ei To Hethay Kunja Chhayay,2.Mayabonbiharini Horini,3.Kochi Kochi Mukh,4.Chinite Parini Bondhu,5.Uttorpara Dakhimpara,6.Mon Je Amar Kemon Kemon Kare,7.Arun Kiron Shish Bhusan,8.Prem Korechi Besh Korechi,9.Ki Moja Ki Moja,10.Luchi Luchi Fulko Luchi
S. Janaki,1.Thendral Vandhu Theendumbothu (From "Avatharam"),2.Kaadhal kaditham (From "Jodi"),3.Yaar Bina Chain Kanha Ray,4.Inji Idupazhaga (From "Devar Magan"),5.Sundari,6.Malare,7.Aasai Athigam (From "Marupadiyum"),8.Nenjinile,9.Kodiyile Malliyapoo,10.Chinna Chinna Vanna Kuyil
S. P. Sailaja,1.Aasaiye Kaathule,2.Kammani,3.Botany,4.Aayiram Malargale,5.Oru Kili Uruguthu,6.Yetho Ninaivugal,7.En Jodi Manja Kuruvi,8.Bothai Eripochu,9.Vannam Konda,10.Ada Machamulla
Sadhana Sargam,1.Pehla Nasha,2.Saat Samundar Paar Happy,3.Maahi Ve,4.Akkam Pakkam,5.Manmadhane Nee,6.Vennilave (From "Minsara Kanavu"),7.Enadhuyire (From "Bheema"),8.Merke Merke ( From" Kanda Naal Mudhalai"),9.Manasa,10.Aao Naa
Sagarika Mukherjee,1.Aaj To Bijiliyan,2.Na Koi Raah Hai,3.Nijer Cheye Maansooh Jokhon,4.Kehta Hai Yeh Mera Dil,5.Sab-I Dharmete,Pt. 2,6.Mil Ke Rahenge,7.Mere Liye,8.Jhoom Zara,9.Aa Jao,10.Rula Gaya
Salma Agha,1.Yaad Koi Aa Raha Hai,2.Dil Ki Yeh Arzoo Thi,3.Dil Ke Arman Ansuon Men Bah Gaye,4.Teri Mohabbat Meri Jawani,5.Aaya Tha Jis Pe Dil,6.Faza Bhi Hai Jawan - Ii,7.Meri Kahkashan Bhi Tu,8.Aaja Re Aaja Kar Loon,9.Kehna Na Tum Yeh Kisi Se,10.Dance Dance - Salma Agha
Sanchita Bhattacharya,1.Haathi Ka Bal Hai,2.Kambal Ke Neeche,3.Koshampa,4.Jai Jai Krishna,5.India Song,6.Adiye Adiye,7.Aaiye Meherbaan,8.Hathi Cha Bal Aahe,9.Jokhon Porbe Na Mor Payer Chinho,10.Din Gona Prem Bona
Sandhya Mukhopadhyay,1.Na Jadi Tumi Jano,2.Jakhani Kono Gaan Gaite,3.Je Ankhi Tiyasha Niye,4.Jadi Chao Chandni Tumi,5.Ke Tumi Go,6.Jato Baar Alo,7.Aji Siharita Tanu Mon,8.Amar Bari Jaio Bandhu,Sanjeevani Bhelande,1.Ya Kundendu,2.Yuge Atthavis,3.Lavthavti Vikarala - Shankarachi Aarti,4.Gajanana Shree Ganraya,5.Sada Sarvada - Shlok,6.Durge Durdhatbhari,7.Yei Oh Vitthale,8.Shani Chalisa,9.Om Namah Shivaya,10.Jai Adhya Shakti - Ambe Maa Ni Aarti
Sanjeevani Bhelande,1.Ya Kundendu,2.Yuge Atthavis,3.Lavthavti Vikarala - Shankarachi Aarti,4.Gajanana Shree Ganraya,5.Sada Sarvada - Shlok,6.Durge Durdhatbhari,7.Yei Oh Vitthale,8.Shani Chalisa,9.Om Namah Shivaya,10.Jai Adhya Shakti - Ambe Maa Ni Aarti
Santha P. Nair,1.Thumbi Thumbi Vaa,2.Puthanpurakare,3.Appam Venam,4.Vaasantha Raavinte,5.Maaney Maaney,6.Poove Nalla Poove,7.Ekantha Kamuka,8.Unaru Unaaru,9.Vattan Vilagngnittum Varinellu,10.Manaththulloru
Saindhavi,1.Pirai Thedum,2.En Jeevan,3.Yaar Indha Saalai Oram (From "Thalaivaa"),4.Adada Mazhaida (From "Paiya"),5.Andangakka,6.Shree Hari Stotram,7.Nesamaguren,8.Yaaro Ivan (From "Udhayam NH4"),9.Thanjavoor Jilla Kaari,10.Manasellam Mazhaiye
Sapna Mukherjee,1.Sundara Sundara,2.Mahabali Maharudra,3.Ooee Baba (From "Judaai"),4.Aakhir Tumhein Aana Hai,5.Tere Ishq Mein Naachenge,6.Tirchi Topiwale - 1,7.Khud Ko Kya Samajhti Hai - From "Khiladi",8.Pyaar Ka Anjaam,9.Gazar Ne Kiya Hai Ishara,10.Dil Le Gayi Teri Bindiya
Shakthisree Gopalan,1.Yaanji - From "Vikram Vedha",2.Aga Naga,3.Imaye Imaye,4.Naan Nee,5.Rendu Kaadhal (From "Kaathuvaakula Rendu Kaadhal"),6.Nenjame Nenjame,7.Thodu Vaanam,8.Vaaya Veera,9.Ninaivirukka (From "Pathu Thala"),10.Uchimandai
Shalmali Kholgade,1.Balam Pichkari,2.Lat Lag Gayee,3.Daaru Desi,4.Besharmi Ki Height,5.Mere Sawaal Ka (From "Shehzada"),6.Pareshaan,7.Don't Be Shy Again (From "Bala"),8.Tera Naam Doon,9.Beqaaboo,10.Baby Ko Bass Pasand Hai
Shamshad Begum,1.Teri Mehfil Mein Kismat Azmakar,2.Kajra Mohabbat Wala,3.Leke Pehla Pehla Pyaar - Farooq Got Audio Mix,4.Kabhi Aar Kabhi Paar - Farooq Got Audio Mix,5.Leke Pahla Pahla Pyar - Retro Mix,6.Leke Pahla Pahla Pyar,7.Leke Pahla Pahla Pyar - Remix,8.Saiyyan Dil Mein Aana Re,9.Kabhi Aar Kabhi Paar,10.Baratiya Lafua Laga Ta
Shankar-Ehsaan-Loy,1.Bol Na Halke Halke,2.Mitwa,3.Kal Ho Naa Ho,4.Sajde,5.Tere Naina,6.Sajdaa,7.O Rangrez,8.Zinda,9.Maahi Ve,10.Kajra Re
Shashaa Tirupati,1.Rait Zara Si,2.Bodhai Kaname - From "Oh Manapenne",3.The Humma Song,4.Naan Pizhai (From "Kaathuvaakula Rendu Kaadhal"),5.Visiri,6.Mayilaanjiye - From "Sivappu Manjal Pachai",7.Kajra and Uden Jab Jab Mashup,8.Idhu Dhaan - From "Sivappu Manjal Pachai",9.Oru Manam (From "Dhruva Natchathiram"),10.Khulke Jeene Ka
Shazneen Arethna,1.Aasman Ko Chukar,2.Superstar,3.I Hate You - Like I Love You,4.Dil Di Nazar (Remix),5.Hello Beardo,6.La La Love Song,7.After,8.Dance Alone,9.Stardom,10.Fucking Beautiful
Shilpa Rao,1.Tere Hawaale (From "Laal Singh Chaddha"),2.Besharam Rang (From "Pathaan"),3.Kaavaalaa (From "Jailer"),4.Khuda Jaane,5.Ghungroo (From "War"),6.Subhanallah,7.Bulleya (From "Ae Dil Hai Mushkil"),8.Saanjha (From "Zara Hatke Zara Bachke"),9.Allah Maaf Kare,10.Malang (From "Dhoom:3")
Sharda Sinha,1.Kahe Toh Se Sajna,2.Babul Jo Tum Ne Sikhaya,3.Pahile Pahil Chhathi Maiya,4.Kahe Toh Se Sajna - Lofi,5.Taar Bijli,6.Kelwa Ke Paat Par,7.Hardi Hardiya (Haldi),8.Ho Deenanath,9.Hare Hare Hare Dada (Madwa),10.Purab Disha Se - Lagan Geet
Shibani Kashyap,1.Leke Pehla Pehla Pyar,2.Ho Gayi Hai Mohabbat - Reprise - Shibani Kashyap,3.Buhe Bariyan,4.Lakk Shake,5.Zinda Hoon Main,6.KHUSHNUMA,7.Chura Liya Hai Tumne Jo Dil Ko,8.Mere Mehboob,9.Waqt Ne Kiya Kya Haseen Sitam - Shibani Kashyap,10.Zinda Hoon Main Y
Shreya Ghoshal,1.Zihaal e Miskin,2.Tum Kya Mile (From "Rocky Aur Rani Kii Prem Kahaani"),3.Pal,4.Saibo,5.Samjhawan,6.Hasi - Female Version,7.Param Sundari,8.Main Agar Kahoon,9.Tujh Mein Rab Dikhta Hai - Ii,10.Rasiya
Shruti Pathak,1.Tujhe Bhula Diya,2.Shubhaarambh,3.Tujhe Bhula Diya Lofi Mix,4.Valentine's Mashup 2019,5.Mar Jawaan,6.Criminal,7.The Break Up Mashup,8.Radha Ne Shyam Mali Jashe,9.Kehta Hai Pal Pal,10.Aas Paas Khuda (Unplugged)
Shubha Mudgal,1.Kanaa Kaangiren,2.Dholna - From "Pyar Ke Geet",3.Ab Ke Saawan,4.Aditya Hridaya Stotra,5.Piya Tora Kaisa Abhiman (Female),6.Mathura Nagarpati,7.Bichua,8.Seekho Na,9.Raha Dekhe,10.Jug Jug Jeeve (From "Badhaai Ho")
Shweta Mohan,1.Vaa Vaathi,2.Nee Paartha Vizhigal - The Touch of Love,3.Priya Mithunam (Telugu),4.Mastaaru Mastaaru,5.Innum Konjam Naeram,6.Maya Nadhi,7.Enna Solla (From "Thangamagan") - The New Life of Tamizh,8.Etho Mazhayil,9.Emannavoo,10.Sirukki Vaasam
Shweta Pandit,1.Kanave Kanave,2.Kiya Kiya,3.Aankhein Khuli,4.You're My Love,5.Thug Le,6.Ela Ela Naalo,7.Madhubala,8.Ninnaale,9.Chalte Chalte,10.Do Dhaari Talwaar
Shweta Shetty,1.Dil Tote Tote Ho Gaya,2.Poster Lagwado Bazaar Mein,3.Deewane To Deewane Hain,4.Rukmani Rukmani,5.Dhak Dhak,6.Main Deewani Main Mastani,7.Dilli Ki Sardi,8.Rukmani Rukmani - Instrumental,9.Hai Re Hai Rabba (Remix By Guru,Monty),10.Dil Tote Tote Ho Gaya
Shirley Setia,1.Jab Koi Baat - Recreated,2.Sach Bata Mujhe (From the album 'Industry2'),3.Kuchh Na Kaho,4.Nikamma (From "Nikamma"),5.Disco Disco,6.Koi Vi Nahi,7.Tu Jo Mila-Raabta,8.golden hour - Shirley Setia Remix,9.Jab Koi Baat - Lo Fi Remix,10.Ik Vaari Aa-Nadaan Parindey-Tum Ho Toh (From "T-Series Mixtape Season 2")
Simiran Kaur Dhadli,1.Faraar (From "Maurh"),2.Barood Wargi,3.Rok Leyy,4.Snakes & Ladders,5.Marr Tan Ni Gye,6.Classy Enemy,7.Good Luck,8.Shikaar,9.Niggh,10.Reality Check
Sivaangi Krishnakumar,1.MMBB Starwar (From "Golmaal"),2.Rekkalu Thodigi,The Smiths,1.There Is a Light That Never Goes Out - 2011 Remaster,2.This Charming Man - 2011 Remaster,3.Heaven Knows I'm Miserable Now - 2011 Remaster,4.This Night Has Opened My Eyes - 2011 Remaster,5.Back to the Old House - 2011 Remaster,6.Bigmouth Strikes Again - 2011 Remaster,7.Please, Please, Please, Let Me Get What I Want - 2011 Remaster,8.How Soon Is Now? - 2011 Remaster,9.Pretty Girls Make Graves - 2011 Remaster,10.I Know It's Over - 2011 Remaster
Sravana Bhargavi,1.Super Machi,2.Yevandoi Nani Garu,3.Wild Saala (From "Agent"),4.Zari Zari Panche Katti,5.Vaastu Bagunde,6.Aafat (Telugu) [From "Liger (Telugu)"],7.Aale Bale,8.Nannaku Prematho,9.Bhoom Shakenaka,10.Dhammu
Sithara Krishnakumar,1.Cherathukal (From "Kumbalangi Nights"),2.Kadukumanikkoru Kannundu - From "Kappela",3.Wow Song - Ponnin Kanikkonna,4.Kangal Neeye,5.Nee Mukilo - From "Uyare",6.Nannaya Raasina,7.Wow Song - Recreated Version,8.Ennilerinju,9.Vaanamakalunnuvo,10.Ila Peythu Moodumi - From "Ellam Sheriyakum"
Sona Mohapatra,1.Naina,2.Ambarsariya,3.Bahara,4.The Break Up Mashup,5.Bahara - Lofi Flip,6.Jiya Lage Na,7.Kabhi Aar Kabhi Paar (Remix),8.Bedardi Raja,9.Daav Laga,10.Rupaiyya
Sonu Kakkar,1.London Thumakda (From "Queen"),2.Babuji Zara Dheere Chalo,3.Madari,4.Sarrainodu,5.Meherbaan,6.Akkad Bakkad,7.Yeh Kasoor,8.Dil Ko Sukoon,9.Bin Laden,10.Chitti Aayirey
Somlata Acharyya Chowdhury,1.Amar Bhitor O Bahire,2.O Je Mane Na Mana,3.Jagorane Jay Bibhabori - 2011,4.Nishitho Raater,5.Shesh Belaye,6.Hey Shokha,7.Beshure,8.Aj Jyotsna Ratey,9.Amader Kotha Gulo,10.Tumi Ashbey Bole
Sowmya Raoh,1.Le Le Mazaa Le,2.Dilbara,3.Aedho Saigirai (From "Vaamanan"),4.Dreamum Wakeupum,5.Ithanundu (From "Dhol"),6.Karagida Baaninalli,7.Macarina Macarina (From "Kushi"),8.Nach Baliye,9.Unn Siripinil,10.Dilbara (Reprisal) Edit
Srilekha Parthasarathy,1.Yedho Ondru,2.Kalyaanam Thaan Kattikittu,3.Vaadiamma,4.Kokku Meena (From "Kovil"),5.Bunny Bunny,6.Thimsukatta (From "Thirumalai"),7.Vachikka vachikka,8.Vacchukka Vacchukka,9.Pambarakkannu Pachamilakaa,10.Chinna Veeda
Sudha Malhotra,1.Yeh Pyar Tha Ya Kuchh Aur Tha,2.Na To Caravan Ki Talash Hai,3.Shukratara Mand Vara,4.Na Main Dhan Chahun,5.Too Ashi Javali Raha,6.Darshan Do Ghanshyam,7.Tum Mujhe Bhool Bhi Jao - 1960,8.Yeh Hai Ishq Ishq,9.Hum Tumhare Hain,10.Mere Nadeem Mere Hamsafar
Sujatha,1.Pudhu Vellai Mazhai (From "Roja"),2.Kokkorakko (From "Gilli"),3.Kaadhal Rojave (From "Roja"),4.Ishq Bina,5.Poovukkul,6.Azhakooril (From "Thirumalai"),7.Oru Kaathilola,8.Junile Nilamazhayil,9.Karimizhi,10.Irava Pagala
Sulakshana Pandit,1.Jana Kaha Hai - Chalte Chalte / Soundtrack Version,2.Pappa Jaldi Aa Jana,3.Jab Aati Hogi Yaad Meri,4.Jiske Liye Sabko Chhoda,5.Kajre Ki Baati,6.Somwar Ko Hum Mile,7.Mana Teri Nazar Mein - Ahista Ahista / Soundtrack Version,8.Mausam Mausam Lovely Mausam,9.Sapnon Ka Raja - Chalte Chalte / Soundtrack Version,10.Saagar Kinare Do Dil Hai Pyase - Khamoshi - The Musical / Soundtrack Version
Suman Kalyanpur,1.Aajkal Tere Mere Pyar Ke Charche,2.Zindagi Imtihan Leti Hai - From "Naseeb",3.Nimbonichya Zadamaage,4.Na Na Karte Pyar Tumhin Se,5.Saang Kadhi Kalnar Tula,6.Tumne Pukara Aur Hum Chale Aaye,7.Rahen Na Rahen - Duet,8.Mera Pyar Bhi Tu Hai,9.Na Tum Hamen Jano,10.Jithe Sagra Dharni Milte
Sunitha Sarathy,1.Ennodu Nee Irundhaal,2.Bad Boy (From "Saaho"),3.Yaakkai Thiri (From "Aayutha Ezhuthu"),4.Engeyum Eppothum - From "Polladhavan",5.Ennodu Nee Irundhaal - Trending Version,6.Suthudhe Suthudhe (From "Paiya"),7.Thoovaanam,8.Vallava Ennai,9.Manasa Manasa,10.Ye Cheekati
Sunitha,1.Nunugu Misalodu,2.Gundu Sudhi,3.Yey Chikittha,4.Bangala Kathamulo,5.Pedhavi Daatani,6.Em Sandeham Ledu,7.Jum Jum Maya,8.Neeli Neeli Aakasam (From "30 Rojullo Preminchadam Ela"),9.Varsham Munduga,10.Nee Navvula
Surmukhi Raman,1.Kaar Kaala Velai,2.Anuvynakaalam,3.Mujhe Aa Bharle,4.Aledaata Kaata,5.Endhaaka Nee Payanam,6.Para Para,7.Aadum Mayilil Nee Vara Vendum,8.Inga Vaanthey,9.Thedi Thedi,10.Kanna Unnai
Sushma Shrestha,1.Kya Hua Tera Vada,2.Tera Mujhse - From "Aa Gale Lag Jaa",3.Ek Din Bik Jayega Mati Ke Mol - Sad,4.Aao Tumhen Chand Pe Le Jayen,5.Teri Hai Zameen Tera Aasman,6.Kya Hua Tera Vada Chill Flip,7.Kya Hua Tera Vada - LoFi,8.Kilbil Kilbil Pakshi Bolati,9.Kya Hua Tera Vada - Lofi,10.Kya Hua Tera Wada
Sunanda Sharma,1.Jatt Disda,2.Mummy Nu Pasand (From "Jai Mummy Di"),3.Tere Naal Nachna (From "Nawabzaade"),4.Jaani Tera Naa,5.Duji Vaar Pyar,6.Poster Lagwa Do (From "Luka Chuppi"),7.Sandal,8.Chori Chori,9.Saadi Yaad,10.9-9 Mashukan
Sunidhi Chauhan,1.Show Me The Thumka (From "Tu Jhoothi Main Makkaar"),2.Surili Akhiyon Wale - Duet,3.Halka Halka (From "Fanney Khan"),4.Desi Girl,5.Sheila Ki Jawani,6.Dilliwaali Girlfriend,7.Mere Haath Mein,8.Chor Bazaari,9.Kashmir Main Tu Kanyakumari,10.Kyon
SUVI,1.Kodana Kodi,2.Asku Laska,3.Odi Odi Vilayada,4.Nallamdhana,5.Yedho Mayakkam (From "Billa 2"),6.Adada Vaa,7.Asku Laska Emo Emo,8.Kuruvi Kuruvi,9.Dheko Dheko,10.Wanna Mash Up ?
Suzanne D'Mello,1.Surili Akhiyon Wale,2.Rishte Naate - From "De Dana Dan",3.Hosanna,4.Tum Ho,5.Prem Ki Naiyya,6.Wafa Ne Bewafai (From "Teraa Surroor"),7.Ee Hridayam,8.Hosanna - Lofi Flip,9.Rishte Naate - LO-FI Remix,10.Salaam Aaya
Swarnalatha,1.Poongatrile,2.Ennai Thottu,3.Muqabala Muqabala,4.Mukkala Mukkabla,5.Hai Rama,6.Poovoma Oorgolam,7.Andha Arabi Kadaloram,8.Aattama Therottama,9.Malliga Mottu (From "Sakthivel"),10.Usilambatti Pen Kutti Muthu
Tanvi Shah,1.Thuli Thuli (From "Paiya"),2.En Kadhal Solla (From "Paiya"),3.Iragai Poley - From "Naan Mahaan Alla",4.Magudi Magudi,5.Bezubaan,6.Theeratha Vilaiyattu,7.Dilli - 6,8.Pani Thulli (From "Kanda Naal Mudhal"),9.Yedho Mayakkam (From "Billa 2"),10.Goa
Tarali Sarma,1.Ahiba,2.Eman Morom,3.Anurag,4.Matilei Nami Oha Junak - Dewka,5.Henguliya,6.Kampito Madhav - Original,7.Kothati Bhujila - Original,8.Malayar Pakhi - Original,9.TRISHNATUR,10.Mor Mon Podulite
Tulsi Kumar,1.Tera Ban Jaunga (From "Kabir Singh"),2.Soch Na Sake,3.Pasoori Nu (From "Satyaprem Ki Katha"),4.Hum Nashe Mein Toh Nahin,5.Paniyon Sa,6.O Saki Saki (From "Batla House"),7.Lagdi Lahore Di (From "Street Dancer 3D"),8.Aaj Ke Baad,9.Tum Jo Aaye (From "Once Upon A Time In Mumbaai"),10.Piya Aaye Na (From "Aashiqui 2")
Usher,1.Yeah! (feat. Lil Jon & Ludacris),2.DJ Got Us Fallin' In Love (feat. Pitbull),3.My Boo,4.OMG (feat. will.i.am),5.U Remind Me,6.Love in This Club (feat. Young Jeezy),7.Burn,8.U Got It Bad,9.More - RedOne Jimmy Joker Remix,10.Confessions Part II
Usha Khanna,1.Commentry Tabassum And Zindagi Pyar Ka Geet Hai,2.Pal Bhar Ke Liye - From "Johny Mera Naam",3.Mubarakaan,4.Tu Kaun Kahan Se Aayi Hai,5.Pal Bhar Ke Liye - From "Johny Mera Naam",6.Chamcham Naachoongi,7.Pyar Ki Gadi,8.Dil Pardesi Ho Gayaa,9.Teri Galiyon Mein - In Your Lane - Hawas,10.Shayad Meri Shadi Live
